product_bought,gender,education,house_val,age,online,customer_psy,marriage,child,occupation,mortgage,house_owner,region,car_prob,fam_income
N,M,College,0,Under 25,N,J,Single,Y,Blue Collar,Low,Owner,South,8,E
N,F,HS,24459,Under 55,Y,I,Married,N,Blue Collar,Low,Owner,South,9,B
N,NA,College,205737,NA,N,J,Married,NA,Blue Collar,Low,Owner,South,7,A
Y,M,College,102416,Under 65,Y,I,Single,N,Others,Low,Owner,South,2,G
N,F,Bach,1370947,Under 25,Y,C,NA,Y,Professional,High,Owner,South,1,J
Y,F,Bach,745298,Under 65,Y,B,Married,N,Professional,Low,Owner,South,1,K
Y,F,Bach,200102,Under 45,N,C,NA,Y,Professional,High,Owner,South,1,E
N,F,Bach,164546,Under 45,N,E,Married,Y,Farm,Low,Owner,West,4,E
Y,F,Bach,370425,Under 45,Y,D,NA,N,Professional,Low,Owner,West,1,F
N,F,Bach,314165,Under 35,Y,C,Married,Y,Professional,High,Owner,South,2,H
N,M,College,325119,NA,Y,C,Married,Y,Blue Collar,High,Owner,Midwest,2,H
Y,M,Bach,667243,Under 55,Y,B,Married,Y,Professional,High,Owner,Northeast,1,L
Y,F,Bach,754825,NA,Y,C,Married,Y,Blue Collar,High,Owner,West,1,G
N,F,College,0,Under 55,N,A,Married,Y,Blue Collar,Low,Renter,West,4,F
N,M,HS,22890,Under 35,Y,F,Married,NA,Sales/Service,Low,Owner,Northeast,9,G
N,F,College,239125,Under 55,Y,B,Married,Y,Professional,Low,Owner,South,2,G
N,F,HS,462701,Over 65,Y,D,Married,N,Retired,Med,Owner,West,3,F
Y,M,Grad,453312,Over 65,Y,H,Married,N,Professional,Low,Owner,South,1,NA
Y,M,NA,239255,Under 25,Y,C,NA,Y,Sales/Service,High,Owner,Northeast,4,H
Y,M,College,296654,NA,N,C,NA,Y,Blue Collar,Med,Owner,West,2,E
Y,M,Bach,317745,Under 45,N,B,Married,Y,Professional,Med,Owner,Midwest,1,F
Y,M,Grad,871182,Under 55,Y,C,Married,Y,Professional,High,Owner,West,3,H
N,M,Less than HS,120128,Under 35,N,E,NA,NA,Blue Collar,Low,Owner,Midwest,7,D
N,F,Grad,191589,Under 45,Y,E,NA,Y,Retired,Low,Owner,South,1,J
Y,F,HS,147640,Under 65,Y,I,Married,N,Sales/Service,Low,Owner,South,6,E
Y,M,Bach,299205,Under 55,Y,C,Married,NA,Sales/Service,Low,Owner,Midwest,2,H
N,M,Less than HS,189810,Under 35,N,B,NA,N,Sales/Service,Low,Owner,Midwest,6,F
Y,F,College,0,Under 35,Y,B,NA,NA,Professional,Low,NA,South,2,K
N,F,Less than HS,0,Over 65,N,H,NA,N,Retired,Low,Renter,West,4,A
N,F,College,115812,Under 65,Y,J,Married,N,Sales/Service,Low,Owner,Midwest,6,E
N,M,Bach,526862,Under 25,Y,B,NA,N,Sales/Service,High,Owner,South,3,K
Y,M,College,212604,Under 25,Y,B,NA,NA,Blue Collar,Med,Owner,Midwest,2,G
N,F,Less than HS,71416,Under 65,Y,I,Single,Y,Sales/Service,Low,Renter,South,5,C
Y,M,Grad,1588729,Under 55,Y,B,Married,Y,Sales/Service,Low,Owner,Northeast,1,G
N,F,Bach,0,Under 25,N,E,Single,Y,Sales/Service,Low,Renter,South,9,B
Y,M,Bach,464900,Under 45,Y,C,Married,Y,Professional,High,Owner,South,1,B
N,M,HS,106558,Over 65,Y,D,NA,N,Professional,Low,Owner,South,8,A
Y,F,Grad,0,Under 65,N,E,NA,N,Retired,Low,NA,West,7,E
N,F,HS,305250,Under 65,Y,B,Married,N,Professional,Low,Owner,Midwest,1,G
Y,M,College,0,Under 55,Y,A,Single,N,Professional,Low,Renter,Midwest,4,B
N,F,Grad,298093,Under 45,Y,C,NA,Y,Professional,Med,Owner,Northeast,1,I
Y,M,Bach,300262,Under 65,Y,C,Married,Y,Professional,Low,Owner,South,1,K
Y,M,Grad,853389,Under 55,Y,C,Married,Y,Professional,High,Owner,South,1,H
N,F,Grad,521434,Under 65,Y,B,Married,NA,Professional,Med,Owner,West,1,H
N,F,Bach,243189,Under 35,N,C,NA,Y,Professional,High,Owner,Northeast,2,I
N,M,College,109087,Under 45,N,G,Single,Y,Blue Collar,Low,Owner,South,5,B
Y,M,College,148883,Under 55,Y,C,Married,Y,Blue Collar,Low,Owner,Midwest,4,F
Y,F,HS,118592,Over 65,Y,D,Married,N,Retired,Low,Owner,South,8,C
N,M,HS,0,Over 65,Y,A,NA,Y,Retired,Low,Renter,South,9,D
N,M,HS,0,Under 55,N,G,Married,NA,Blue Collar,Low,Renter,South,9,B
Y,F,College,470198,Under 45,Y,C,NA,NA,Sales/Service,Low,Owner,Midwest,1,H
Y,F,College,657760,Under 45,Y,C,Married,Y,Professional,Med,Owner,Northeast,2,I
Y,M,Less than HS,133184,Under 65,N,B,NA,N,Sales/Service,Low,Owner,South,1,I
Y,M,Bach,588600,Under 65,Y,B,Married,N,Retired,High,Owner,South,1,K
Y,M,Grad,583891,Under 35,Y,C,Married,NA,Professional,High,Owner,West,1,E
N,F,College,0,Under 25,N,G,Single,NA,Sales/Service,Low,Renter,South,9,A
N,F,Bach,108727,Over 65,Y,F,NA,N,Retired,Low,Owner,South,1,D
Y,M,College,0,Under 35,Y,E,Single,NA,Blue Collar,Low,Renter,Midwest,5,D
N,M,College,68561,Under 55,Y,E,NA,Y,Blue Collar,Low,Owner,West,3,E
N,M,College,0,Under 45,N,J,Married,Y,Professional,Low,NA,West,2,E
N,M,HS,414200,Under 55,Y,B,Married,Y,Blue Collar,Low,Owner,South,3,E
N,M,HS,116958,Under 55,N,F,NA,Y,Blue Collar,Low,Renter,South,8,E
Y,M,Bach,0,Under 45,Y,E,Single,NA,Blue Collar,Low,Renter,West,9,E
N,M,Grad,199633,Under 45,N,C,Married,Y,Blue Collar,Low,Owner,Midwest,2,G
Y,M,College,164459,Under 55,Y,F,Married,N,Blue Collar,Low,Owner,South,3,E
Y,M,Grad,210936,Under 65,Y,I,Married,N,Professional,Low,Owner,Midwest,4,E
Y,NA,Grad,208027,Under 65,N,C,Married,N,Professional,Med,Owner,South,1,K
Y,M,Bach,483000,Over 65,Y,E,NA,NA,Retired,Med,Owner,South,3,G
Y,M,Bach,488538,Under 65,Y,B,Married,N,Retired,Low,Owner,South,1,G
Y,M,Less than HS,352767,Under 55,Y,B,Married,Y,Professional,Low,Owner,Midwest,2,G
Y,F,Less than HS,601854,Under 55,N,C,Married,Y,Blue Collar,High,Owner,South,3,F
N,F,College,159701,Over 65,N,E,NA,NA,Retired,Low,Renter,West,1,D
Y,NA,Bach,482194,NA,Y,B,NA,NA,Professional,High,Owner,Midwest,3,H
N,F,Grad,0,Under 55,N,E,Married,Y,Sales/Service,Low,Owner,Midwest,2,E
Y,M,HS,264979,NA,N,A,NA,N,Sales/Service,Low,Owner,West,1,F
Y,M,College,414200,Under 45,N,C,Married,Y,Professional,High,Owner,South,1,L
N,F,College,0,Under 35,Y,G,NA,N,Sales/Service,Low,Renter,South,6,C
N,NA,Less than HS,0,NA,N,G,Single,NA,Blue Collar,Low,NA,Midwest,7,D
N,F,College,250237,NA,N,A,Married,Y,Professional,Low,Renter,Midwest,7,E
Y,F,Grad,1064413,Under 55,Y,B,Married,Y,Professional,High,Owner,South,1,G
Y,F,Grad,258755,Under 65,Y,B,Married,NA,Professional,Low,Owner,South,3,F
N,M,Grad,540422,Under 45,Y,B,Married,N,Professional,High,Owner,Midwest,1,E
Y,M,Grad,0,Under 45,Y,E,Married,Y,Sales/Service,Low,Owner,Midwest,2,F
Y,F,Bach,272500,Under 45,Y,C,Married,Y,Sales/Service,High,Owner,West,3,G
N,M,Less than HS,138713,Under 45,N,D,Married,N,Professional,Low,Renter,Northeast,2,F
Y,M,Bach,669303,Under 55,Y,C,Married,Y,Professional,High,Owner,West,1,L
N,F,College,153376,NA,N,F,Married,Y,Sales/Service,Low,Renter,South,8,E
N,F,Bach,324449,Under 45,Y,C,Married,Y,Sales/Service,High,Owner,West,3,I
Y,F,Bach,108400,Under 65,Y,D,NA,N,Professional,Low,Owner,Midwest,3,C
N,F,Bach,340211,Under 45,Y,J,Single,NA,Professional,High,Owner,West,3,F
N,M,Less than HS,46477,Over 65,N,J,NA,NA,Retired,Low,Owner,South,5,B
Y,M,College,417666,Under 45,Y,C,Married,Y,Professional,High,Owner,South,1,F
Y,NA,College,395114,Under 45,N,E,Married,Y,Professional,Med,Owner,West,3,B
Y,M,Grad,182466,Under 45,N,C,Married,NA,Professional,Low,NA,Midwest,2,E
N,M,Bach,334194,Over 65,Y,D,NA,N,Professional,Low,Owner,West,1,C
Y,F,College,162192,Under 45,Y,C,Married,Y,Sales/Service,Low,NA,Midwest,1,E
Y,F,Less than HS,225120,Under 55,Y,G,Single,Y,Professional,Low,Renter,Northeast,1,E
N,F,HS,341824,Under 55,Y,G,Single,N,Sales/Service,Low,Renter,South,2,C
N,M,Less than HS,158649,NA,N,G,Married,Y,Blue Collar,Low,Renter,South,9,A
Y,M,Bach,0,Under 65,Y,G,NA,NA,Professional,Low,Renter,South,3,E
N,F,Bach,0,NA,N,J,Married,Y,Sales/Service,Low,NA,West,8,D
Y,F,College,275170,Under 65,Y,C,Married,Y,Professional,High,Owner,Northeast,2,E
N,F,HS,159630,Over 65,Y,D,NA,NA,Retired,Low,Owner,South,1,D
N,F,College,0,NA,Y,G,Single,Y,Sales/Service,Low,Renter,South,9,D
Y,F,HS,250492,Under 45,Y,C,Married,Y,Professional,Low,NA,West,3,F
Y,M,College,322356,Under 55,Y,F,Married,Y,Sales/Service,Med,Owner,Northeast,3,E
N,F,NA,0,NA,N,I,Married,NA,Sales/Service,Low,Renter,South,9,B
Y,F,Bach,351819,Under 65,Y,B,Married,N,Professional,Med,Owner,Midwest,1,F
N,F,College,0,Over 65,Y,H,NA,NA,Retired,Low,Renter,Midwest,9,A
Y,M,Less than HS,78512,Under 55,Y,F,Married,NA,Sales/Service,Low,Owner,Northeast,5,E
N,F,Less than HS,0,Over 65,N,H,NA,N,Retired,Low,Renter,Northeast,4,A
Y,F,Bach,286321,Under 45,Y,E,Married,Y,Professional,Med,Owner,Northeast,3,H
N,M,HS,24982,Under 25,Y,G,Married,Y,Others,Low,Owner,South,7,D
Y,F,HS,88584,Under 45,N,E,Single,N,Sales/Service,Low,Owner,South,3,C
Y,M,Grad,679833,Under 65,Y,B,Married,N,Professional,Low,Owner,West,1,K
Y,M,Grad,715884,NA,Y,C,Married,Y,Others,High,Owner,South,4,L
Y,F,Bach,1000000,Under 65,Y,B,NA,N,Sales/Service,Low,Owner,South,1,L
Y,M,Grad,706974,Under 55,Y,B,Single,NA,Professional,Low,NA,Northeast,1,H
Y,F,HS,0,Under 55,Y,G,Married,Y,Sales/Service,Low,Renter,Northeast,3,E
N,F,HS,0,Over 65,Y,H,NA,N,Retired,Low,Renter,Northeast,5,A
N,M,HS,385860,NA,Y,C,NA,Y,Sales/Service,High,Owner,South,1,G
N,M,College,163170,Under 55,Y,C,Married,Y,Professional,Low,Owner,Midwest,1,G
Y,F,College,142583,Under 55,Y,J,NA,Y,Professional,Low,Owner,South,2,D
N,F,Bach,38913,Under 45,Y,E,NA,Y,Blue Collar,Low,NA,Northeast,3,E
Y,M,Bach,309015,Under 65,Y,C,Married,Y,Professional,Low,NA,Midwest,1,B
Y,M,HS,252091,NA,N,C,Married,Y,Sales/Service,High,Owner,South,7,H
N,F,Bach,236911,Under 45,Y,C,Married,Y,Others,Low,Owner,South,4,F
Y,F,HS,62260,Under 55,Y,F,Married,N,Sales/Service,Low,Owner,South,7,E
N,M,HS,233696,Over 65,N,E,Married,N,Retired,Low,Renter,Northeast,1,A
N,M,College,0,Under 45,N,E,Married,Y,Sales/Service,Low,NA,South,3,E
Y,M,Grad,0,Under 45,Y,E,Married,N,Sales/Service,Low,NA,Midwest,3,D
N,F,Bach,149035,Under 55,Y,J,Married,NA,Professional,Low,Owner,Midwest,6,F
Y,M,Grad,190920,Under 55,Y,B,Married,NA,Professional,Low,Owner,Midwest,1,I
Y,F,College,301951,Under 55,Y,E,Married,N,Sales/Service,High,Owner,Northeast,2,F
N,F,College,0,NA,Y,J,NA,N,Sales/Service,Low,Owner,South,7,B
Y,M,Grad,306121,Under 35,Y,C,Married,Y,Professional,High,Owner,Northeast,2,I
Y,F,College,323891,Under 55,Y,C,Married,N,Blue Collar,Med,Owner,South,2,G
N,F,Bach,0,Under 45,Y,G,NA,NA,Professional,Low,NA,Northeast,9,D
N,F,Bach,536389,NA,Y,F,Married,N,Sales/Service,Low,Owner,South,7,D
N,F,HS,174465,Under 65,Y,B,Married,NA,Blue Collar,Low,Owner,South,2,G
Y,F,HS,0,Under 55,Y,E,Married,Y,Sales/Service,Low,Renter,Northeast,2,G
N,M,College,273188,Under 55,Y,C,NA,Y,Professional,Med,Owner,South,1,E
N,M,College,351237,Under 35,N,A,Married,NA,Professional,Low,Renter,West,7,K
N,F,Bach,153240,Under 55,Y,B,Single,NA,Professional,Low,NA,West,5,B
N,M,Bach,0,Under 35,Y,A,Married,Y,Blue Collar,Low,NA,West,7,D
Y,F,Grad,133023,Under 55,Y,B,Married,Y,Professional,Low,Owner,Midwest,2,F
N,F,HS,117502,NA,Y,F,Married,NA,Sales/Service,Low,Owner,Midwest,7,C
Y,F,Bach,0,Under 45,Y,A,Single,NA,Sales/Service,Low,Renter,West,6,G
Y,M,College,110057,Under 55,Y,E,Married,N,Blue Collar,Low,Owner,South,4,E
N,M,Less than HS,0,NA,N,G,NA,NA,Blue Collar,Low,Renter,South,9,A
N,M,College,0,Under 65,N,I,NA,N,Sales/Service,Low,Owner,West,8,C
N,M,Grad,714713,NA,Y,A,Single,Y,Professional,Low,Renter,West,2,F
N,M,Less than HS,435891,Under 35,Y,B,NA,N,Professional,Low,Owner,Midwest,1,F
Y,F,Bach,693948,Under 45,Y,B,Single,Y,Sales/Service,High,Owner,Northeast,3,F
Y,M,College,0,Under 65,Y,F,Married,N,Sales/Service,Low,Owner,West,2,F
N,M,College,136058,NA,Y,I,NA,Y,Blue Collar,Low,Renter,South,2,E
N,F,HS,0,Over 65,N,D,NA,N,Retired,Low,NA,Northeast,3,B
N,M,Less than HS,380322,Under 55,N,E,NA,Y,Professional,High,Owner,Northeast,2,F
N,F,Less than HS,32373,Under 45,N,G,Married,NA,Others,Low,Owner,South,8,A
Y,M,Grad,414638,NA,Y,C,Married,Y,Blue Collar,High,Owner,West,2,G
Y,F,Bach,259474,Under 35,Y,E,NA,Y,Sales/Service,Low,Owner,Northeast,2,E
N,F,College,0,Over 65,Y,H,NA,N,Sales/Service,Low,Renter,Midwest,4,D
Y,F,College,203230,Under 45,Y,C,Single,N,Sales/Service,Low,Owner,West,3,K
Y,M,Bach,284980,Under 55,Y,B,Married,Y,Professional,Med,Owner,South,1,K
Y,M,Grad,3242444,Under 65,Y,B,Married,N,Professional,High,Owner,West,1,L
Y,M,Bach,1380321,Under 65,Y,B,Married,N,Professional,Low,Owner,Northeast,1,K
Y,M,Bach,153483,Under 45,Y,J,NA,N,Professional,Low,Owner,Midwest,3,F
Y,M,College,0,NA,N,G,Married,NA,Sales/Service,Low,Renter,Midwest,7,D
N,F,HS,64387,Under 55,Y,I,Single,NA,Sales/Service,Low,Renter,Midwest,7,E
Y,M,College,2284912,Under 65,Y,B,Married,Y,Sales/Service,High,Owner,West,3,J
Y,M,College,112070,Under 35,N,G,Single,NA,Sales/Service,Low,Owner,West,4,E
Y,M,Grad,217302,Under 55,N,F,Married,NA,Professional,Low,NA,South,8,E
Y,M,Bach,710767,Over 65,Y,B,Married,N,Retired,Low,Owner,South,1,H
N,M,Grad,0,NA,Y,H,NA,NA,Others,Low,NA,South,2,E
Y,M,Grad,701153,Under 55,Y,C,Married,Y,Professional,High,Owner,Northeast,1,J
N,F,HS,613615,Over 65,Y,D,Married,N,Retired,Low,Owner,Northeast,1,J
N,M,Bach,239800,Under 35,Y,E,Married,Y,Professional,Med,Owner,South,1,C
Y,M,College,598410,Under 45,Y,C,Married,Y,Blue Collar,High,Owner,South,1,H
Y,M,College,781660,Under 25,Y,E,NA,NA,Sales/Service,Low,Owner,West,1,F
N,F,Bach,0,NA,Y,A,Single,N,Sales/Service,Low,NA,South,9,F
N,M,College,343786,Under 25,Y,E,NA,N,Professional,Low,Owner,Northeast,2,E
N,F,HS,35451,Under 35,Y,G,NA,Y,Blue Collar,Low,Renter,South,5,B
Y,F,Bach,381282,Under 45,Y,C,Married,Y,Blue Collar,High,Owner,South,5,E
N,M,HS,0,Under 65,N,H,Single,N,Sales/Service,Low,Renter,South,5,A
Y,M,Grad,69770,Under 55,Y,F,Married,NA,Professional,Low,Owner,South,6,E
N,F,College,83689,Under 25,Y,F,NA,Y,Sales/Service,Low,Owner,Midwest,4,F
Y,M,Bach,465648,Under 45,Y,C,NA,Y,Professional,Med,Owner,West,2,G
N,F,HS,344385,NA,N,E,Married,NA,Professional,Low,Owner,South,7,G
Y,M,Grad,232333,Under 35,Y,E,Married,Y,Sales/Service,Med,Owner,Midwest,1,F
Y,F,Grad,281841,Under 45,Y,C,Married,Y,Professional,Low,Owner,Northeast,1,I
N,F,Bach,936364,Under 65,Y,B,NA,NA,Professional,High,Owner,West,1,K
Y,M,HS,318890,Under 45,Y,C,NA,Y,Professional,Low,Owner,South,1,G
Y,M,College,69760,Under 45,Y,F,Single,Y,Blue Collar,Low,Owner,Midwest,8,F
N,F,HS,0,Under 35,Y,G,NA,Y,Sales/Service,Low,Renter,South,6,C
N,F,HS,363787,Under 55,Y,J,NA,Y,Others,Low,Owner,West,4,E
Y,F,College,178814,Under 45,Y,E,Married,Y,Sales/Service,Low,Renter,South,1,F
N,F,Grad,204048,Under 45,Y,E,Married,Y,Professional,Med,Owner,South,3,F
N,NA,HS,0,Under 55,N,E,Single,NA,Sales/Service,Low,Renter,Northeast,4,B
Y,F,Bach,51796,NA,N,D,Married,N,Others,Low,Owner,South,8,A
Y,M,HS,181049,Under 55,Y,F,Married,Y,Blue Collar,Low,Owner,Northeast,6,G
Y,F,College,235303,Under 45,Y,C,Married,Y,Professional,Med,Owner,South,1,H
N,M,College,0,Under 55,N,G,Married,Y,Blue Collar,Low,Renter,South,9,C
N,F,HS,93240,Over 65,Y,I,Single,N,Retired,Low,Owner,South,5,D
Y,F,Less than HS,165760,Under 45,Y,E,Married,Y,Professional,Low,Owner,South,1,E
Y,F,Bach,98756,Over 65,Y,D,Married,N,Retired,Low,Owner,West,4,E
Y,F,Bach,287433,Under 35,Y,A,Single,N,Sales/Service,High,Owner,Northeast,5,E
N,F,HS,342728,Under 55,Y,B,Married,N,Professional,Low,Owner,South,2,A
N,F,HS,238624,NA,Y,E,Married,Y,Sales/Service,Low,Owner,West,3,E
N,F,Less than HS,1500000,NA,N,G,NA,N,Sales/Service,Low,Owner,South,1,A
Y,M,College,327327,NA,N,I,Married,NA,Professional,Med,Owner,West,2,E
Y,F,College,305200,Under 45,Y,E,Married,Y,Sales/Service,High,Owner,Northeast,2,E
N,F,Bach,383963,Under 55,Y,C,Married,N,Professional,Med,Owner,Northeast,3,F
Y,M,HS,1474933,Under 35,Y,E,Married,Y,Professional,Low,Renter,Northeast,3,G
Y,M,Bach,488396,Under 55,Y,B,Married,Y,Others,High,Owner,South,2,F
Y,F,College,353650,Under 45,N,C,Married,Y,Professional,Low,Owner,West,2,F
N,M,Grad,572495,NA,Y,B,NA,Y,Professional,Low,NA,Midwest,1,G
Y,M,Bach,748503,Under 55,Y,C,Married,Y,Others,High,Owner,South,1,H
N,M,Less than HS,47912,Under 45,Y,J,NA,Y,Blue Collar,Low,Owner,South,8,E
Y,F,College,55935,Under 55,Y,J,Married,Y,Farm,Low,Owner,West,4,D
N,M,HS,107125,Under 45,N,F,Married,Y,Blue Collar,Low,Owner,Midwest,8,F
N,F,Bach,374415,Under 45,N,E,Married,Y,Sales/Service,Low,Owner,Northeast,4,F
N,M,Bach,0,NA,N,E,NA,Y,Sales/Service,Low,Renter,South,9,G
Y,M,College,500582,Under 45,Y,C,NA,Y,Professional,High,Owner,Midwest,2,I
N,F,Less than HS,17988,Under 45,N,I,NA,NA,Professional,Low,Renter,South,8,C
Y,F,HS,91036,Under 45,Y,J,Married,NA,Sales/Service,Low,Owner,South,2,E
Y,M,Less than HS,0,NA,N,A,NA,NA,Blue Collar,Low,Renter,South,9,F
Y,F,Grad,0,Under 35,Y,E,Single,Y,Sales/Service,Low,Renter,West,3,F
N,M,College,0,Over 65,Y,F,NA,NA,Retired,Low,Owner,Midwest,2,E
N,M,Bach,619556,NA,Y,B,NA,N,Professional,Low,Owner,South,7,F
N,M,College,372780,NA,Y,C,NA,Y,Sales/Service,Low,Owner,South,1,F
N,M,Less than HS,323141,Under 35,N,F,Married,Y,Blue Collar,Low,NA,South,2,E
Y,F,Bach,0,Under 45,Y,C,Married,NA,Professional,Low,Owner,Midwest,3,F
Y,M,Less than HS,364605,Under 35,Y,B,NA,N,Professional,Low,Owner,Northeast,4,E
N,F,HS,104640,NA,N,E,Married,N,Sales/Service,Low,Owner,Midwest,2,F
Y,M,Less than HS,0,Under 65,N,J,Married,N,Professional,Low,Owner,South,1,C
Y,M,Grad,1177200,Under 45,Y,C,NA,Y,Professional,High,Owner,West,1,K
N,M,HS,0,Under 55,Y,I,Single,N,Professional,Low,Renter,South,1,D
Y,M,Grad,646038,Under 55,Y,B,Married,N,Professional,High,Owner,South,1,L
N,F,HS,129753,Under 65,N,C,NA,Y,Blue Collar,Low,Owner,South,4,B
N,M,HS,80523,Under 55,N,F,Married,NA,Blue Collar,Low,Owner,Midwest,8,D
Y,F,Bach,214435,Under 55,Y,B,Married,N,Professional,Med,Owner,Midwest,5,F
Y,M,College,444850,Under 45,Y,C,Married,Y,Professional,Low,Owner,South,4,E
Y,M,NA,2153295,NA,Y,B,NA,N,Others,Low,Owner,South,1,F
N,F,College,60508,Under 65,Y,J,NA,NA,Sales/Service,Low,Owner,South,1,G
N,F,Grad,600000,NA,N,G,NA,NA,Professional,Low,NA,South,9,G
N,F,Less than HS,129165,Under 35,Y,J,NA,Y,Sales/Service,Low,Owner,South,3,F
Y,M,Bach,636342,Under 55,Y,B,Married,Y,Professional,Low,Owner,Northeast,1,K
N,F,Bach,181789,Under 55,Y,J,Single,Y,Professional,Low,NA,West,5,E
N,M,Grad,728159,Under 55,Y,C,NA,Y,Professional,High,Owner,Rest,1,J
N,F,HS,0,Under 25,Y,E,Married,N,Blue Collar,Low,Owner,Midwest,4,F
Y,M,Bach,995524,Under 45,Y,B,Married,Y,Professional,High,Owner,South,1,H
N,F,HS,0,Under 35,N,J,NA,Y,Others,Low,Owner,South,5,B
Y,M,College,409022,Under 65,Y,B,Married,N,Professional,High,Owner,South,2,J
N,F,College,0,Under 55,Y,G,NA,NA,Sales/Service,Low,Renter,West,9,B
N,M,College,489410,Under 35,N,C,Single,Y,Blue Collar,Low,NA,West,6,F
N,F,HS,340799,Under 65,Y,B,Married,N,Blue Collar,Med,Owner,Northeast,5,F
N,M,Grad,1908426,Under 45,N,B,Married,Y,Blue Collar,High,Owner,Northeast,1,B
Y,F,Less than HS,218697,Under 45,N,E,Married,Y,Sales/Service,Low,Owner,South,2,E
N,F,Less than HS,0,Under 65,N,I,NA,NA,Professional,Low,Owner,South,2,C
Y,M,Grad,274247,Over 65,Y,B,Married,N,Professional,Med,Owner,South,1,L
N,F,Bach,105294,Under 25,N,F,NA,Y,Sales/Service,Low,Renter,South,7,C
Y,F,College,245471,NA,N,F,NA,Y,Sales/Service,Low,Renter,South,3,E
Y,M,Grad,934675,Under 55,Y,B,Married,N,Professional,High,Owner,West,1,J
N,F,College,186956,Over 65,Y,E,NA,N,Sales/Service,Low,Owner,South,4,F
Y,M,Bach,243531,Under 65,Y,E,Married,N,Professional,Med,Owner,Midwest,2,G
Y,F,Bach,139520,Under 65,Y,E,NA,NA,Blue Collar,Low,Owner,Midwest,7,E
N,M,HS,0,Under 25,N,G,NA,N,Professional,Low,Renter,South,9,A
Y,M,College,246558,Over 65,Y,D,NA,N,Retired,Low,NA,West,2,A
Y,M,HS,454421,Under 25,Y,A,Single,N,Professional,Low,Renter,West,2,E
N,F,Less than HS,0,NA,N,G,NA,Y,Sales/Service,Low,NA,South,9,A
N,F,Bach,714625,Under 55,Y,C,Married,Y,Professional,Low,Renter,South,1,L
Y,F,HS,116706,Under 55,Y,E,Single,NA,Professional,Low,Owner,Northeast,1,E
Y,M,College,721950,Under 25,Y,E,NA,Y,Sales/Service,Low,NA,West,3,E
N,F,College,0,NA,N,F,Single,NA,Sales/Service,Low,Owner,Midwest,8,B
Y,M,College,0,Under 25,Y,G,Married,N,Professional,Low,Renter,South,7,E
Y,M,HS,179059,Under 55,Y,E,Married,Y,Blue Collar,Low,Owner,West,4,C
Y,M,Bach,253120,Under 65,Y,G,Single,N,Professional,Low,Renter,Northeast,5,F
N,F,Less than HS,47960,Under 65,N,J,NA,N,Professional,Low,Owner,South,2,D
Y,M,HS,787089,Over 65,Y,B,Married,N,Others,Low,Owner,South,1,F
Y,M,Less than HS,251659,Under 45,Y,H,Married,NA,Blue Collar,Low,Owner,South,1,D
N,M,Bach,177888,Under 35,Y,E,Married,Y,Sales/Service,Low,Owner,Midwest,7,D
Y,M,HS,148785,Under 45,N,F,Married,NA,Sales/Service,Low,Owner,West,9,C
Y,F,Bach,309342,Under 45,Y,E,Married,NA,Professional,Med,Owner,West,2,H
Y,M,Bach,0,Under 55,Y,E,NA,Y,Sales/Service,Low,Owner,Midwest,2,F
Y,F,Bach,336447,Under 65,Y,B,Married,Y,Professional,Med,Owner,West,2,F
N,M,Grad,407115,Under 65,Y,D,NA,N,Blue Collar,Med,Owner,Midwest,1,E
N,F,HS,82665,Over 65,N,E,NA,Y,Retired,Low,Renter,Northeast,8,B
Y,M,HS,287760,Over 65,Y,D,Married,N,Retired,Low,Owner,Northeast,1,G
N,F,College,161556,Over 65,Y,C,NA,Y,Retired,Med,Owner,South,4,E
N,NA,College,0,NA,Y,G,Single,N,Sales/Service,Low,NA,West,9,F
N,M,Less than HS,384170,Under 55,Y,B,NA,Y,Sales/Service,Low,Owner,Midwest,3,G
N,F,Less than HS,571596,Over 65,N,B,NA,N,Retired,Low,Owner,Northeast,1,F
Y,NA,HS,0,NA,Y,G,Married,NA,Sales/Service,Low,Renter,Northeast,8,B
Y,M,HS,316797,Over 65,Y,E,NA,NA,Retired,Low,Owner,Northeast,1,I
N,NA,Less than HS,600000,NA,N,G,Single,NA,Others,Low,Renter,Northeast,8,A
Y,M,HS,238710,Under 35,Y,C,Married,Y,Blue Collar,Med,Owner,Northeast,1,E
N,M,Less than HS,0,NA,N,E,Married,NA,Sales/Service,Low,NA,South,7,D
Y,M,Grad,175380,Over 65,Y,D,Married,N,Retired,Low,Owner,West,3,I
N,F,Less than HS,166900,Under 45,Y,F,Single,Y,Sales/Service,Low,Owner,South,4,F
Y,F,Bach,221208,Under 35,Y,B,Single,N,Sales/Service,Low,Owner,Midwest,2,H
Y,F,College,187610,Under 25,Y,F,NA,Y,Professional,Low,Owner,West,3,D
N,F,Less than HS,0,Under 25,N,G,NA,Y,Sales/Service,Low,Renter,West,8,B
N,M,College,231706,Under 55,N,C,Married,Y,Blue Collar,Low,Owner,South,7,K
N,M,HS,459914,Under 45,Y,B,NA,NA,Blue Collar,Med,Owner,Midwest,2,L
N,M,Grad,131300,Under 55,N,G,Married,Y,Professional,Low,Renter,Midwest,2,F
N,F,Bach,767730,Under 65,Y,C,NA,NA,Professional,High,Owner,South,1,C
Y,M,College,433493,Under 25,Y,E,NA,N,Blue Collar,High,Owner,Northeast,3,E
N,M,Bach,102001,Under 45,Y,I,NA,N,Blue Collar,Low,Owner,South,8,F
